order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_amount,line_total,batch_date
150455,50129,9547,61,2,14781.84,0.0,29563.68,2026-07-12
150456,50129,1642,188,2,2754.14,0.0,5508.28,2026-07-12
150457,50129,1731,185,2,16280.4,0.0,32560.8,2026-07-12
150458,50129,9220,26,2,2707.75,0.0,5415.5,2026-07-12
150459,50129,1655,116,2,1595.27,181.21,3009.33,2026-07-12
150460,50130,6603,140,3,2169.62,0.0,6508.86,2026-07-12
150461,50130,2357,30,1,302.58,0.0,302.58,2026-07-12
150462,50130,9973,108,2,6028.67,0.0,12057.34,2026-07-12
150463,50131,7786,34,2,3326.81,0.0,6653.62,2026-07-12
150464,50132,5536,200,2,1300.33,0.0,2600.66,2026-07-12
150465,50133,1610,198,3,22241.86,0.0,66725.58,2026-07-12
150466,50133,3735,61,2,1628.11,484.54,2771.68,2026-07-12
150467,50133,2202,100,2,515.57,0.0,1031.14,2026-07-12
150468,50133,4924,117,1,48607.27,3618.33,44988.94,2026-07-12
150469,50134,6672,194,3,6052.27,0.0,18156.81,2026-07-12
150470,50134,7938,65,1,1218.21,0.0,1218.21,2026-07-12
150471,50135,1076,9,3,4815.59,0.0,14446.77,2026-07-12
150472,50135,5098,89,1,13788.37,0.0,13788.37,2026-07-12
150473,50136,9318,26,1,24290.27,3348.81,20941.46,2026-07-12
150474,50136,475,136,2,4280.94,1635.61,6926.27,2026-07-12
150475,50136,2847,85,2,735.07,0.0,1470.14,2026-07-12
150476,50136,3159,143,2,10059.45,0.0,20118.9,2026-07-12
150477,50136,3289,98,2,179.12,0.0,358.24,2026-07-12
150478,50137,501,21,1,5332.57,0.0,5332.57,2026-07-12
150479,50138,7309,65,2,841.59,0.0,1683.18,2026-07-12
150480,50138,2910,114,2,3555.86,0.0,7111.72,2026-07-12
150481,50138,7776,77,3,4095.25,1799.78,10485.97,2026-07-12
150482,50138,9616,51,1,43597.45,0.0,43597.45,2026-07-12
150483,50138,9034,51,1,1020.55,0.0,1020.55,2026-07-12
150484,50139,3627,40,3,1432.21,566.48,3730.15,2026-07-12
150485,50139,3689,124,3,632.19,0.0,1896.57,2026-07-12
150486,50140,146,177,2,38214.14,0.0,76428.28,2026-07-12
150487,50141,9850,92,1,9590.4,1862.25,7728.15,2026-07-12
150488,50141,139,120,2,269.44,0.0,538.88,2026-07-12
150489,50142,6944,146,2,4531.46,719.31,8343.61,2026-07-12
150490,50142,6169,163,2,674.9,0.0,1349.8,2026-07-12
150491,50142,5714,56,3,2520.63,0.0,7561.89,2026-07-12
150492,50143,9577,119,3,10141.23,0.0,30423.69,2026-07-12
150493,50143,1677,123,2,9021.58,0.0,18043.16,2026-07-12
150494,50143,121,162,3,9029.01,0.0,27087.03,2026-07-12
150495,50143,8381,100,2,4618.53,0.0,9237.06,2026-07-12
150496,50144,1046,25,2,4142.6,436.91,7848.29,2026-07-12
150497,50144,5510,198,3,4079.43,0.0,12238.29,2026-07-12
150498,50144,4530,3,3,683.03,131.48,1917.61,2026-07-12
150499,50144,5328,64,1,474.25,0.0,474.25,2026-07-12
150500,50145,931,124,2,15159.65,0.0,30319.3,2026-07-12
150501,50145,9831,145,3,387.6,70.56,1092.24,2026-07-12
150502,50146,8149,177,2,3277.43,1158.45,5396.41,2026-07-12
150503,50147,6629,131,3,1276.13,0.0,3828.39,2026-07-12
150504,50147,6362,158,1,1906.49,0.0,1906.49,2026-07-12
150505,50147,579,150,3,1068.59,551.94,2653.83,2026-07-12
150506,50147,9553,119,3,587.82,0.0,1763.46,2026-07-12
150507,50148,5874,49,3,2404.86,0.0,7214.58,2026-07-12
150508,50148,8312,48,1,13517.12,915.44,12601.68,2026-07-12
150509,50148,4919,45,2,45844.86,14167.03,77522.69,2026-07-12
150510,50148,2786,160,2,11995.7,0.0,23991.4,2026-07-12
150511,50149,3000,7,1,40556.1,0.0,40556.1,2026-07-12
150512,50149,5500,66,2,2808.18,0.0,5616.36,2026-07-12
150513,50149,1464,88,2,10444.8,0.0,20889.6,2026-07-12
150514,50149,3642,16,3,14381.91,7836.16,35309.57,2026-07-12
150515,50149,5821,103,1,11251.0,0.0,11251.0,2026-07-12
150516,50150,9508,113,1,3346.72,0.0,3346.72,2026-07-12
150517,50150,1167,172,2,32266.29,0.0,64532.58,2026-07-12
150518,50150,7737,42,2,1703.04,580.81,2825.27,2026-07-12
150519,50150,3188,190,1,27067.56,2498.48,24569.08,2026-07-12
150520,50150,8200,22,1,6144.58,0.0,6144.58,2026-07-12
150521,50151,7497,14,2,1216.54,0.0,2433.08,2026-07-12
150522,50151,2347,71,1,37764.86,0.0,37764.86,2026-07-12
150523,50151,5184,74,1,1410.57,229.35,1181.22,2026-07-12
150524,50151,2955,174,2,4485.47,1534.26,7436.68,2026-07-12
150525,50151,1325,11,1,1038.47,0.0,1038.47,2026-07-12
150526,50152,8022,119,1,1925.54,0.0,1925.54,2026-07-12
150527,50152,1443,29,3,9435.1,0.0,28305.3,2026-07-12
150528,50153,7822,168,3,2642.61,838.79,7089.04,2026-07-12
150529,50153,6281,159,2,1266.32,0.0,2532.64,2026-07-12
150530,50153,77,58,2,764.48,0.0,1528.96,2026-07-12
150531,50153,619,126,3,161.73,80.77,404.42,2026-07-12
150532,50154,4077,9,1,8674.25,0.0,8674.25,2026-07-12
150533,50155,5114,20,2,2782.12,0.0,5564.24,2026-07-12
150534,50155,2113,191,2,188.61,67.43,309.79,2026-07-12
150535,50155,1683,90,1,4619.38,528.22,4091.16,2026-07-12
150536,50156,7470,43,3,909.0,0.0,2727.0,2026-07-12
150537,50156,8525,22,3,12616.12,0.0,37848.36,2026-07-12
150538,50156,9771,17,2,13553.33,0.0,27106.66,2026-07-12
150539,50157,5886,138,1,10997.12,719.97,10277.15,2026-07-12
150540,50157,3088,93,3,972.84,0.0,2918.52,2026-07-12
150541,50157,2702,141,1,4619.12,0.0,4619.12,2026-07-12
150542,50157,6610,165,3,8637.33,0.0,25911.99,2026-07-12
150543,50158,6007,144,3,724.67,0.0,2174.01,2026-07-12
150544,50159,6148,19,3,3074.97,1604.84,7620.07,2026-07-12
150545,50160,797,31,1,41128.73,0.0,41128.73,2026-07-12
150546,50160,9731,42,2,1930.05,0.0,3860.1,2026-07-12
150547,50160,786,139,1,95.34,0.0,95.34,2026-07-12
150548,50160,1772,61,2,11538.37,0.0,23076.74,2026-07-12
150549,50160,324,72,1,2186.5,0.0,2186.5,2026-07-12
150550,50161,4934,169,2,45263.02,0.0,90526.04,2026-07-12
150551,50162,4424,175,3,9219.36,0.0,27658.08,2026-07-12
150552,50162,9923,34,1,2391.9,123.48,2268.42,2026-07-12
150553,50162,2248,125,1,1486.5,0.0,1486.5,2026-07-12
150554,50162,6863,138,3,17801.99,9923.22,43482.75,2026-07-12
150555,50162,1719,20,2,11922.89,0.0,23845.78,2026-07-12
150556,50163,5865,84,2,221.36,43.34,399.38,2026-07-12
150557,50163,6714,124,3,24457.93,0.0,73373.79,2026-07-12
150558,50164,7876,45,1,4497.42,866.16,3631.26,2026-07-12
150559,50164,5417,37,3,5295.62,2160.86,13726.0,2026-07-12
150560,50165,9407,116,3,12700.63,0.0,38101.89,2026-07-12
150561,50166,8384,142,1,112.35,0.0,112.35,2026-07-12
150562,50167,4193,155,3,2912.8,867.72,7870.68,2026-07-12
150563,50168,4328,179,1,1453.92,0.0,1453.92,2026-07-12
150564,50168,7607,21,1,14096.74,0.0,14096.74,2026-07-12
150565,50168,821,45,2,4769.12,0.0,9538.24,2026-07-12
150566,50169,6980,34,1,1487.14,250.94,1236.2,2026-07-12
150567,50169,1899,68,1,1376.87,0.0,1376.87,2026-07-12
150568,50169,1557,189,1,277.49,0.0,277.49,2026-07-12
150569,50170,4396,123,1,528.53,33.66,494.87,2026-07-12
150570,50170,1523,123,2,1475.94,0.0,2951.88,2026-07-12
150571,50170,6106,149,2,4495.29,0.0,8990.58,2026-07-12
150572,50170,5616,43,3,4575.15,0.0,13725.45,2026-07-12
150573,50171,2733,87,1,2983.54,174.94,2808.6,2026-07-12
150574,50171,1853,82,3,26289.31,0.0,78867.93,2026-07-12
150575,50171,2172,131,3,2471.74,0.0,7415.22,2026-07-12
150576,50171,961,78,1,71.83,0.0,71.83,2026-07-12
150577,50172,473,103,2,1045.2,242.97,1847.43,2026-07-12
150578,50172,2141,166,2,2324.68,0.0,4649.36,2026-07-12
150579,50172,7915,90,1,994.22,182.1,812.12,2026-07-12
150580,50173,203,167,3,19775.54,0.0,59326.62,2026-07-12
150581,50173,8599,198,3,3303.32,0.0,9909.96,2026-07-12
150582,50173,9448,58,3,41499.45,0.0,124498.35,2026-07-12
150583,50174,1561,176,3,1211.79,0.0,3635.37,2026-07-12
150584,50174,7092,39,2,1730.23,247.25,3213.21,2026-07-12
150585,50174,4073,36,3,3295.47,0.0,9886.41,2026-07-12
150586,50174,7896,153,3,6566.03,3234.95,16463.14,2026-07-12
150587,50174,5665,145,3,3883.4,0.0,11650.2,2026-07-12
150588,50175,7689,111,2,480.88,62.68,899.08,2026-07-12
150589,50175,8124,76,2,1749.93,219.15,3280.71,2026-07-12
150590,50175,2710,42,1,3090.18,0.0,3090.18,2026-07-12
150591,50175,1227,96,2,3981.34,0.0,7962.68,2026-07-12
150592,50175,8056,97,1,5462.38,847.46,4614.92,2026-07-12
150593,50176,9389,148,2,3561.42,0.0,7122.84,2026-07-12
150594,50176,7342,191,2,13894.85,0.0,27789.7,2026-07-12
150595,50176,1443,29,1,9435.1,1634.9,7800.2,2026-07-12
150596,50176,8167,167,2,372.77,116.26,629.28,2026-07-12
150597,50177,3,6,3,1865.1,350.97,5244.33,2026-07-12
150598,50177,1490,74,3,1059.63,0.0,3178.89,2026-07-12
150599,50177,9900,151,2,4551.02,0.0,9102.04,2026-07-12
150600,50177,4991,58,1,2880.87,0.0,2880.87,2026-07-12
150601,50177,8329,57,2,535.49,0.0,1070.98,2026-07-12
150602,50178,9830,82,1,3236.68,0.0,3236.68,2026-07-12
150603,50178,7752,81,1,10954.72,1162.74,9791.98,2026-07-12
150604,50178,5953,36,2,1095.41,0.0,2190.82,2026-07-12
150605,50178,7415,143,2,36836.99,0.0,73673.98,2026-07-12
150606,50178,1869,96,2,8195.56,0.0,16391.12,2026-07-12
150607,50179,2690,20,2,3138.07,1078.99,5197.15,2026-07-12
150608,50180,1753,144,1,1679.46,0.0,1679.46,2026-07-12
150609,50180,4167,75,2,618.91,244.96,992.86,2026-07-12
150610,50180,3210,105,1,1100.58,0.0,1100.58,2026-07-12
150611,50180,3073,137,1,11327.54,0.0,11327.54,2026-07-12
150612,50181,9648,141,1,13077.33,0.0,13077.33,2026-07-12
150613,50182,7494,47,2,3973.83,496.93,7450.73,2026-07-12
150614,50182,9656,13,3,310.12,154.97,775.39,2026-07-12
150615,50182,8261,164,2,44662.3,0.0,89324.6,2026-07-12
150616,50182,2206,165,2,177.09,0.0,354.18,2026-07-12
150617,50183,9480,194,3,38880.53,0.0,116641.59,2026-07-12
150618,50183,2846,129,1,6826.07,0.0,6826.07,2026-07-12
150619,50184,9932,70,3,175.72,0.0,527.16,2026-07-12
150620,50184,5274,17,1,2479.23,461.02,2018.21,2026-07-12
150621,50184,8260,102,2,22036.76,0.0,44073.52,2026-07-12
150622,50184,6303,57,2,21588.45,0.0,43176.9,2026-07-12
150623,50184,6860,61,1,571.5,0.0,571.5,2026-07-12
150624,50185,4898,31,1,1748.69,216.65,1532.04,2026-07-12
150625,50185,8976,126,3,759.61,117.82,2161.01,2026-07-12
150626,50185,5144,79,2,3617.98,0.0,7235.96,2026-07-12
150627,50185,9070,3,1,1106.1,0.0,1106.1,2026-07-12
150628,50185,3561,126,3,688.81,0.0,2066.43,2026-07-12
150629,50186,8256,177,3,2197.97,0.0,6593.91,2026-07-12
150630,50186,8889,127,3,639.06,112.05,1805.13,2026-07-12
150631,50187,9213,6,3,689.87,0.0,2069.61,2026-07-12
150632,50187,7871,66,3,21136.24,0.0,63408.72,2026-07-12
150633,50187,9549,142,3,2122.17,0.0,6366.51,2026-07-12
150634,50188,4685,133,1,2517.46,0.0,2517.46,2026-07-12
150635,50188,6921,22,1,13042.06,0.0,13042.06,2026-07-12
150636,50188,210,115,1,6983.92,1029.3,5954.62,2026-07-12
150637,50188,8565,129,1,650.45,0.0,650.45,2026-07-12
150638,50188,1745,160,3,33615.43,16327.69,84518.6,2026-07-12
150639,50189,4836,83,1,323.6,0.0,323.6,2026-07-12
150640,50190,5877,70,2,3296.39,700.35,5892.43,2026-07-12
150641,50191,3676,89,3,2429.79,1314.2,5975.17,2026-07-12
150642,50191,9196,34,3,2392.45,599.59,6577.76,2026-07-12
150643,50191,6372,4,2,712.56,0.0,1425.12,2026-07-12
150644,50191,3893,173,3,31602.63,0.0,94807.89,2026-07-12
150645,50191,8371,28,3,9904.97,5779.06,23935.85,2026-07-12
150646,50192,3328,154,3,4291.97,0.0,12875.91,2026-07-12
150647,50192,7260,100,3,578.31,0.0,1734.93,2026-07-12
150648,50192,3696,113,3,141.43,0.0,424.29,2026-07-12
150649,50193,3219,101,3,4971.05,842.21,14070.94,2026-07-12
150650,50193,3171,197,1,2502.06,0.0,2502.06,2026-07-12
150651,50193,4820,81,1,526.87,0.0,526.87,2026-07-12
150652,50193,7354,41,2,1342.13,493.02,2191.24,2026-07-12
150653,50193,2907,75,2,31988.83,8263.05,55714.61,2026-07-12
150654,50194,4179,19,1,3891.76,237.67,3654.09,2026-07-12
150655,50194,93,176,2,139.87,0.0,279.74,2026-07-12
150656,50194,5416,47,3,3056.04,0.0,9168.12,2026-07-12
150657,50194,7641,50,3,677.08,0.0,2031.24,2026-07-12
150658,50194,2537,52,3,11821.38,0.0,35464.14,2026-07-12
150659,50195,5208,19,3,6537.84,3832.39,15781.13,2026-07-12
150660,50196,8530,34,3,1224.82,530.63,3143.83,2026-07-12
150661,50196,1118,15,3,538.11,0.0,1614.33,2026-07-12
150662,50197,5725,89,1,183.43,0.0,183.43,2026-07-12
150663,50198,5425,162,1,10724.76,0.0,10724.76,2026-07-12
150664,50198,5912,159,3,8737.48,0.0,26212.44,2026-07-12
150665,50198,4810,122,3,3017.29,0.0,9051.87,2026-07-12
150666,50199,1880,15,3,715.49,0.0,2146.47,2026-07-12
150667,50200,3995,49,3,1140.55,0.0,3421.65,2026-07-12
150668,50200,654,138,2,3209.17,0.0,6418.34,2026-07-12
150669,50201,6323,4,2,809.17,0.0,1618.34,2026-07-12
150670,50202,405,123,3,1966.58,0.0,5899.74,2026-07-12
150671,50202,8469,6,2,1746.02,0.0,3492.04,2026-07-12
150672,50202,6144,19,2,7916.54,0.0,15833.08,2026-07-12
150673,50203,5249,133,1,653.89,0.0,653.89,2026-07-12
150674,50203,8420,119,1,1949.37,0.0,1949.37,2026-07-12
150675,50204,8737,134,3,9627.11,0.0,28881.33,2026-07-12
150676,50204,121,162,1,9029.01,1657.18,7371.83,2026-07-12
150677,50204,1073,153,3,2425.32,0.0,7275.96,2026-07-12
150678,50204,3454,45,3,3998.22,0.0,11994.66,2026-07-12
150679,50204,3493,135,3,1380.72,0.0,4142.16,2026-07-12
150680,50205,2520,151,1,3139.18,0.0,3139.18,2026-07-12
150681,50206,621,125,1,8599.25,787.75,7811.5,2026-07-12
150682,50206,1434,22,2,1613.42,0.0,3226.84,2026-07-12
150683,50206,1201,170,3,37183.75,0.0,111551.25,2026-07-12
150684,50207,6679,98,3,1364.24,0.0,4092.72,2026-07-12
150685,50207,6358,8,2,1385.38,331.26,2439.5,2026-07-12
150686,50207,7392,69,3,2617.43,808.81,7043.48,2026-07-12
150687,50208,1037,71,3,3541.64,0.0,10624.92,2026-07-12
150688,50209,5861,112,3,3932.12,2313.96,9482.4,2026-07-12
150689,50210,9938,46,2,4937.8,0.0,9875.6,2026-07-12
150690,50210,1418,49,3,679.2,315.27,1722.33,2026-07-12
150691,50210,4613,102,1,9023.93,0.0,9023.93,2026-07-12
150692,50211,6407,29,2,365.98,0.0,731.96,2026-07-12
150693,50211,8942,8,1,482.15,46.49,435.66,2026-07-12
150694,50212,183,3,1,2232.07,340.86,1891.21,2026-07-12
150695,50212,9069,77,1,2639.09,0.0,2639.09,2026-07-12
150696,50212,9095,133,2,4473.95,0.0,8947.9,2026-07-12
150697,50213,4993,135,1,478.9,0.0,478.9,2026-07-12
150698,50214,3470,96,1,218.52,37.89,180.63,2026-07-12
150699,50214,6761,134,1,252.68,0.0,252.68,2026-07-12
150700,50214,8398,142,2,4841.62,1863.73,7819.51,2026-07-12
150701,50215,9295,134,3,1418.38,0.0,4255.14,2026-07-12
150702,50215,892,69,3,2000.7,852.37,5149.73,2026-07-12
150703,50216,4108,148,1,1613.01,306.33,1306.68,2026-07-12
150704,50217,7983,73,1,1632.37,92.69,1539.68,2026-07-12
150705,50217,5421,35,1,549.86,0.0,549.86,2026-07-12
150706,50217,5852,83,2,105.56,0.0,211.12,2026-07-12
150707,50217,2101,176,2,9023.58,0.0,18047.16,2026-07-12
150708,50217,3843,167,2,6108.67,0.0,12217.34,2026-07-12
150709,50218,9267,110,2,4966.01,0.0,9932.02,2026-07-12
150710,50218,9288,82,2,7481.66,1593.14,13370.18,2026-07-12
150711,50219,4034,87,2,304.75,0.0,609.5,2026-07-12
150712,50219,3630,96,1,2401.17,0.0,2401.17,2026-07-12
150713,50219,7146,95,2,46391.4,0.0,92782.8,2026-07-12
150714,50220,7297,125,3,5320.47,1158.2,14803.21,2026-07-12
150715,50220,5878,110,3,293.14,0.0,879.42,2026-07-12
150716,50220,5005,92,2,38436.0,0.0,76872.0,2026-07-12
150717,50220,7979,130,1,162.06,0.0,162.06,2026-07-12
150718,50221,4313,19,3,700.95,225.29,1877.56,2026-07-12
150719,50221,1253,81,1,1048.0,0.0,1048.0,2026-07-12
150720,50222,9534,89,3,3948.84,0.0,11846.52,2026-07-12
150721,50223,3486,165,3,4786.73,0.0,14360.19,2026-07-12
150722,50223,601,161,1,407.47,0.0,407.47,2026-07-12
150723,50223,9038,146,1,196.43,0.0,196.43,2026-07-12
150724,50223,4270,2,3,518.27,0.0,1554.81,2026-07-12
150725,50223,8905,79,2,207.87,73.07,342.67,2026-07-12
150726,50224,8363,136,1,16424.73,0.0,16424.73,2026-07-12
150727,50224,1484,59,3,5572.54,0.0,16717.62,2026-07-12
150728,50224,6501,126,3,579.32,195.04,1542.92,2026-07-12
150729,50224,5962,181,1,2414.06,219.71,2194.35,2026-07-12
150730,50224,8228,87,3,1666.38,0.0,4999.14,2026-07-12
150731,50225,7922,139,1,896.06,161.03,735.03,2026-07-12
150732,50225,5879,128,2,7047.74,2423.51,11671.97,2026-07-12
150733,50226,6053,75,3,246.97,147.81,593.1,2026-07-12
150734,50226,3835,67,2,7316.94,0.0,14633.88,2026-07-12
150735,50226,702,54,2,1244.46,0.0,2488.92,2026-07-12
150736,50227,5310,96,1,298.2,0.0,298.2,2026-07-12
150737,50228,4481,43,1,2464.41,0.0,2464.41,2026-07-12
150738,50228,4315,28,2,14473.17,0.0,28946.34,2026-07-12
150739,50228,9481,193,3,545.52,0.0,1636.56,2026-07-12
150740,50228,8919,177,1,353.69,0.0,353.69,2026-07-12
150741,50228,9342,94,2,2728.47,0.0,5456.94,2026-07-12
150742,50229,8461,76,2,2712.02,0.0,5424.04,2026-07-12
150743,50229,6650,149,2,20648.97,0.0,41297.94,2026-07-12
150744,50230,9900,151,2,4551.02,792.81,8309.23,2026-07-12
150745,50230,109,72,1,2282.24,0.0,2282.24,2026-07-12
150746,50230,8223,80,2,7324.08,1722.35,12925.81,2026-07-12
150747,50230,2277,106,1,1355.56,94.04,1261.52,2026-07-12
150748,50231,1939,192,2,3233.59,0.0,6467.18,2026-07-12
150749,50231,3774,127,2,3264.13,920.0,5608.26,2026-07-12
150750,50231,6794,143,1,7439.8,0.0,7439.8,2026-07-12
150751,50231,5411,165,2,2838.33,478.52,5198.14,2026-07-12
150752,50231,1857,165,1,135.68,20.45,115.23,2026-07-12
150753,50232,2640,107,1,2461.89,255.36,2206.53,2026-07-12
150754,50232,2208,57,2,46787.89,0.0,93575.78,2026-07-12
150755,50232,8400,81,3,23851.88,0.0,71555.64,2026-07-12
150756,50232,643,138,3,1831.0,0.0,5493.0,2026-07-12
150757,50232,9377,162,3,3131.16,629.68,8763.8,2026-07-12
150758,50233,1405,51,3,204.03,0.0,612.09,2026-07-12
150759,50233,3549,113,2,272.21,69.71,474.71,2026-07-12
150760,50233,7360,29,2,1787.86,0.0,3575.72,2026-07-12
150761,50234,2980,55,2,1365.8,0.0,2731.6,2026-07-12
150762,50234,8370,123,1,594.52,76.11,518.41,2026-07-12
150763,50234,4334,34,2,35994.63,12801.65,59187.61,2026-07-12
150764,50234,2748,27,1,2142.1,284.44,1857.66,2026-07-12
150765,50234,5615,116,3,9282.92,0.0,27848.76,2026-07-12
150766,50235,9921,33,1,8956.33,0.0,8956.33,2026-07-12
150767,50235,1578,66,3,728.86,0.0,2186.58,2026-07-12
150768,50236,8247,67,3,1453.14,0.0,4359.42,2026-07-12
150769,50236,1926,125,1,750.06,0.0,750.06,2026-07-12
150770,50236,1527,86,3,16506.8,0.0,49520.4,2026-07-12
150771,50236,7902,86,3,1967.71,0.0,5903.13,2026-07-12
150772,50236,2136,174,1,4043.55,0.0,4043.55,2026-07-12
150773,50237,3760,191,3,1942.47,0.0,5827.41,2026-07-12
150774,50237,7900,133,3,11734.04,0.0,35202.12,2026-07-12
150775,50237,6247,93,2,5113.76,716.97,9510.55,2026-07-12
150776,50237,5743,199,2,5126.61,0.0,10253.22,2026-07-12
150777,50238,4642,109,3,1393.53,0.0,4180.59,2026-07-12
150778,50239,4224,117,3,8508.68,0.0,25526.04,2026-07-12
150779,50239,3097,144,3,1486.68,637.99,3822.05,2026-07-12
150780,50239,90,70,3,816.29,381.07,2067.8,2026-07-12
150781,50239,117,92,2,826.1,0.0,1652.2,2026-07-12
150782,50240,2536,154,2,99.31,0.0,198.62,2026-07-12
150783,50241,4282,26,3,2525.48,0.0,7576.44,2026-07-12
150784,50241,8784,31,2,8052.58,0.0,16105.16,2026-07-12
150785,50241,6940,120,2,387.74,0.0,775.48,2026-07-12
150786,50242,9046,52,2,204.24,0.0,408.48,2026-07-12
150787,50242,9136,106,2,696.22,142.85,1249.59,2026-07-12
150788,50242,7905,15,2,1448.1,0.0,2896.2,2026-07-12
150789,50242,2929,163,3,14197.88,0.0,42593.64,2026-07-12
150790,50243,1952,167,2,1417.35,0.0,2834.7,2026-07-12
150791,50243,3765,134,1,2739.31,298.14,2441.17,2026-07-12
150792,50244,6563,86,2,1482.98,0.0,2965.96,2026-07-12
150793,50244,5545,101,1,3033.49,0.0,3033.49,2026-07-12
150794,50244,9021,124,1,1888.22,0.0,1888.22,2026-07-12
150795,50244,853,30,3,13140.6,0.0,39421.8,2026-07-12
150796,50244,2634,61,1,8314.76,1543.42,6771.34,2026-07-12
150797,50245,1312,124,3,1198.68,0.0,3596.04,2026-07-12
150798,50245,9979,20,2,1935.55,0.0,3871.1,2026-07-12
150799,50245,619,126,3,161.73,61.67,423.52,2026-07-12
150800,50246,942,5,1,4239.52,0.0,4239.52,2026-07-12
150801,50246,2872,168,3,1591.27,522.64,4251.17,2026-07-12
150802,50246,8100,196,1,3537.4,0.0,3537.4,2026-07-12
150803,50246,7193,69,3,7237.53,0.0,21712.59,2026-07-12
150804,50246,176,50,1,273.46,0.0,273.46,2026-07-12
150805,50247,5894,50,1,3075.57,0.0,3075.57,2026-07-12
150806,50248,1423,69,2,3124.34,0.0,6248.68,2026-07-12
150807,50248,4521,125,2,2197.58,0.0,4395.16,2026-07-12
150808,50249,8483,47,3,4096.35,0.0,12289.05,2026-07-12
150809,50249,252,9,1,9847.81,0.0,9847.81,2026-07-12
150810,50250,9551,173,3,703.58,0.0,2110.74,2026-07-12
150811,50250,5704,6,2,9251.41,0.0,18502.82,2026-07-12
150812,50250,5694,169,3,3246.52,1840.66,7898.9,2026-07-12
150813,50250,4531,77,1,4081.19,0.0,4081.19,2026-07-12
150814,50250,3708,139,1,1280.48,0.0,1280.48,2026-07-12
150815,50251,4822,102,3,382.41,0.0,1147.23,2026-07-12
150816,50251,5571,104,3,2461.66,655.32,6729.66,2026-07-12
150817,50251,1918,62,2,9513.01,0.0,19026.02,2026-07-12
150818,50251,8410,127,3,10972.74,0.0,32918.22,2026-07-12
150819,50251,4223,1,1,2228.07,0.0,2228.07,2026-07-12
150820,50252,7549,144,1,1903.84,375.07,1528.77,2026-07-12
150821,50252,9615,125,2,5796.06,0.0,11592.12,2026-07-12
150822,50252,449,190,1,340.39,0.0,340.39,2026-07-12
150823,50252,7897,90,1,2852.3,0.0,2852.3,2026-07-12
150824,50253,5786,127,3,318.1,0.0,954.3,2026-07-12
150825,50253,8463,122,1,2013.86,200.0,1813.86,2026-07-12
150826,50253,8777,147,2,7401.43,0.0,14802.86,2026-07-12
150827,50253,160,77,2,10993.71,3188.4,18799.02,2026-07-12
150828,50254,7808,193,2,2172.39,266.68,4078.1,2026-07-12
150829,50254,5143,82,3,12573.42,2615.22,35105.04,2026-07-12
150830,50255,8176,73,1,121.76,0.0,121.76,2026-07-12
150831,50255,3272,164,2,4442.95,646.76,8239.14,2026-07-12
150832,50256,4092,27,1,41349.4,0.0,41349.4,2026-07-12
150833,50256,5834,72,1,5441.86,0.0,5441.86,2026-07-12
150834,50257,109,72,2,2282.24,0.0,4564.48,2026-07-12
150835,50257,8872,124,2,9204.23,0.0,18408.46,2026-07-12
150836,50257,693,129,3,42460.22,0.0,127380.66,2026-07-12
150837,50257,7902,86,2,1967.71,304.14,3631.28,2026-07-12
150838,50258,4592,181,1,1503.41,0.0,1503.41,2026-07-12
150839,50258,6519,171,2,5931.39,0.0,11862.78,2026-07-12
150840,50258,3639,84,3,17480.3,9676.3,42764.6,2026-07-12
150841,50258,9449,141,2,306.15,0.0,612.3,2026-07-12
150842,50258,2102,74,3,5995.64,0.0,17986.92,2026-07-12
150843,50259,1973,114,3,34819.49,15682.73,88775.74,2026-07-12
150844,50259,8491,48,3,4754.44,1081.84,13181.48,2026-07-12
150845,50259,7538,39,3,2353.82,556.75,6504.71,2026-07-12
150846,50259,5172,51,2,564.02,0.0,1128.04,2026-07-12
150847,50260,3067,165,1,2132.37,160.65,1971.72,2026-07-12
150848,50260,8988,177,3,2096.68,0.0,6290.04,2026-07-12
150849,50260,4307,41,1,2050.04,0.0,2050.04,2026-07-12
150850,50261,6867,67,2,25743.83,0.0,51487.66,2026-07-12
150851,50261,6100,131,2,11870.77,0.0,23741.54,2026-07-12
150852,50262,2149,95,1,2230.86,0.0,2230.86,2026-07-12
150853,50262,9436,135,2,273.86,34.67,513.05,2026-07-12
150854,50262,3745,108,3,882.16,180.21,2466.27,2026-07-12
150855,50262,1637,94,1,1887.02,224.78,1662.24,2026-07-12
150856,50262,4423,161,2,4832.03,782.31,8881.75,2026-07-12
150857,50263,8749,80,3,9325.36,0.0,27976.08,2026-07-12
150858,50263,5173,133,1,268.3,0.0,268.3,2026-07-12
150859,50263,7973,30,3,360.55,135.76,945.89,2026-07-12
150860,50263,4916,188,1,6369.41,0.0,6369.41,2026-07-12
150861,50263,4112,82,2,4864.88,0.0,9729.76,2026-07-12
150862,50264,7371,180,3,533.93,0.0,1601.79,2026-07-12
150863,50265,5904,13,2,727.44,0.0,1454.88,2026-07-12
150864,50265,9181,45,2,1706.72,579.98,2833.46,2026-07-12
150865,50265,9134,142,3,889.2,0.0,2667.6,2026-07-12
150866,50266,9452,117,3,1401.72,0.0,4205.16,2026-07-12
150867,50266,9436,135,1,273.86,0.0,273.86,2026-07-12
150868,50267,5819,164,2,86.83,0.0,173.66,2026-07-12
150869,50267,5327,159,2,1146.18,0.0,2292.36,2026-07-12
