order_id,customer_id,order_date,order_status,shipping_address_city,shipping_address_state,shipping_address_country,shipping_method,order_total,discount_amount,tax_amount,shipping_fee,batch_date
50538,337,2026-07-14 16:22:27,cancelled,Cagayan de Oro,Misamis Oriental,Philippines,Standard,2517.13,0.0,257.58,113.08,2026-07-14
50539,3897,2026-07-14 18:15:15,delivered,Quezon City,Metro Manila,Philippines,Standard,11073.97,0.0,1180.8,53.18,2026-07-14
50540,2814,2026-07-14 03:04:13,delivered,Makati,Metro Manila,Philippines,Standard,1882.21,0.0,194.2,69.67,2026-07-14
50541,3587,2026-07-14 15:59:55,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Standard,28368.37,0.0,3026.98,116.53,2026-07-14
50542,2318,2026-07-14 14:06:19,delivered,Cebu City,Cebu,Philippines,Express,3151.38,0.0,312.39,235.73,2026-07-14
50543,2742,2026-07-14 02:23:59,delivered,Baguio,Benguet,Philippines,Standard,67578.51,1068.57,7230.55,93.41,2026-07-14
50544,4938,2026-07-14 05:28:29,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Same Day,3743.03,0.0,376.7,227.15,2026-07-14
50545,2542,2026-07-14 23:53:10,delivered,Davao City,Davao del Sur,Philippines,Standard,137511.75,672.62,14724.57,82.46,2026-07-14
50546,695,2026-07-14 11:16:17,delivered,Bacolod,Negros Occidental,Philippines,Express,15082.45,1365.47,1602.04,130.11,2026-07-14
50547,4313,2026-07-14 03:24:09,delivered,Davao City,Davao del Sur,Philippines,Standard,12018.12,0.0,1274.99,118.21,2026-07-14
50548,2971,2026-07-14 11:14:43,delivered,Taguig,Metro Manila,Philippines,Same Day,10895.56,2334.87,1135.38,298.69,2026-07-14
50549,3984,2026-07-14 06:59:26,delivered,Makati,Metro Manila,Philippines,Standard,23223.64,265.73,2480.57,71.67,2026-07-14
50550,829,2026-07-14 18:29:03,delivered,Muntinlupa,Metro Manila,Philippines,Standard,1364.82,82.96,135.74,97.93,2026-07-14
50551,2759,2026-07-14 22:30:06,shipped,Davao City,Davao del Sur,Philippines,Standard,15405.13,166.05,1638.36,113.76,2026-07-14
50552,5118,2026-07-14 06:01:37,delivered,Quezon City,Metro Manila,Philippines,Standard,643.95,0.0,57.47,107.58,2026-07-14
50553,1946,2026-07-14 16:10:22,delivered,Las Piñas,Metro Manila,Philippines,Standard,9695.95,1580.32,1028.89,92.94,2026-07-14
50554,1960,2026-07-14 11:16:02,returned,Las Piñas,Metro Manila,Philippines,Same Day,11068.81,676.66,1149.67,338.56,2026-07-14
50555,1590,2026-07-14 13:23:33,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Standard,1534.72,290.2,158.74,53.17,2026-07-14
50556,2309,2026-07-14 13:54:12,delivered,Davao City,Davao del Sur,Philippines,Express,36647.09,88.07,3908.37,168.94,2026-07-14
50557,4954,2026-07-14 05:02:20,cancelled,Quezon City,Metro Manila,Philippines,Express,25255.59,2567.45,2679.35,248.35,2026-07-14
50558,4543,2026-07-14 03:44:06,delivered,Baguio,Benguet,Philippines,Standard,107349.22,0.0,11495.22,60.53,2026-07-14
50559,1314,2026-07-14 09:55:55,delivered,Baguio,Benguet,Philippines,Express,102822.38,2220.55,10998.52,169.52,2026-07-14
50560,752,2026-07-14 08:05:02,delivered,Marikina,Metro Manila,Philippines,Same Day,3391.7,411.08,328.77,323.16,2026-07-14
50561,3399,2026-07-14 01:56:20,delivered,Cebu City,Cebu,Philippines,Standard,13376.78,0.0,1421.58,108.68,2026-07-14
50562,669,2026-07-14 13:39:00,delivered,Cebu City,Cebu,Philippines,Express,19084.7,50.02,2026.15,173.93,2026-07-14
50563,2747,2026-07-14 05:19:02,shipped,Pasig,Metro Manila,Philippines,Express,47265.94,299.29,5039.31,232.41,2026-07-14
50564,1137,2026-07-14 17:04:47,delivered,Quezon City,Metro Manila,Philippines,Standard,13581.02,2972.56,1442.28,119.76,2026-07-14
50565,1767,2026-07-14 05:26:37,delivered,Parañaque,Metro Manila,Philippines,Standard,20000.56,98.77,2131.79,103.83,2026-07-14
50566,2361,2026-07-14 08:39:07,delivered,Quezon City,Metro Manila,Philippines,Standard,450.11,0.0,35.78,116.13,2026-07-14
50567,5103,2026-07-14 16:38:34,shipped,Muntinlupa,Metro Manila,Philippines,Standard,43630.37,0.0,4662.95,109.48,2026-07-14
50568,135,2026-07-14 23:00:31,delivered,Taguig,Metro Manila,Philippines,Standard,52395.93,0.0,5606.64,67.31,2026-07-14
50569,13,2026-07-14 22:23:04,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Standard,28137.01,2348.2,3004.78,92.43,2026-07-14
50570,702,2026-07-14 19:03:34,returned,Manila,Metro Manila,Philippines,Standard,27875.84,1425.46,2978.65,75.07,2026-07-14
50571,4159,2026-07-14 20:10:33,placed,Muntinlupa,Metro Manila,Philippines,Standard,202693.1,1580.97,21707.86,86.42,2026-07-14
50572,3170,2026-07-14 13:35:29,delivered,Quezon City,Metro Manila,Philippines,Express,5386.59,90.29,557.03,187.62,2026-07-14
50573,2825,2026-07-14 08:46:44,delivered,Bacolod,Negros Occidental,Philippines,Express,107030.45,9952.23,11442.48,233.96,2026-07-14
50574,2724,2026-07-14 04:51:26,placed,Baguio,Benguet,Philippines,Express,12652.51,0.0,1337.15,172.45,2026-07-14
50575,1435,2026-07-14 16:54:59,returned,Iloilo City,Iloilo,Philippines,Express,72463.17,0.0,7749.19,137.42,2026-07-14
50576,517,2026-07-14 16:39:48,placed,Taguig,Metro Manila,Philippines,Express,68487.48,555.53,7314.57,218.17,2026-07-14
50577,344,2026-07-14 11:29:25,cancelled,Baguio,Benguet,Philippines,Same Day,4967.71,0.0,501.67,285.45,2026-07-14
50578,4449,2026-07-14 17:14:09,delivered,Las Piñas,Metro Manila,Philippines,Standard,37235.08,894.71,3983.09,59.55,2026-07-14
50579,392,2026-07-14 23:52:28,delivered,Manila,Metro Manila,Philippines,Standard,273.47,0.0,23.83,51.02,2026-07-14
50580,3277,2026-07-14 16:00:37,cancelled,Davao City,Davao del Sur,Philippines,Same Day,27631.53,0.0,2934.85,239.6,2026-07-14
50581,4065,2026-07-14 18:06:51,delivered,Las Piñas,Metro Manila,Philippines,Standard,52827.13,192.84,5651.75,77.46,2026-07-14
50582,677,2026-07-14 15:27:20,shipped,Cagayan de Oro,Misamis Oriental,Philippines,Standard,6001.45,316.72,630.87,113.29,2026-07-14
50583,2632,2026-07-14 03:44:07,shipped,Bacolod,Negros Occidental,Philippines,Standard,61433.02,850.09,6572.9,85.98,2026-07-14
50584,4937,2026-07-14 15:30:51,delivered,Iloilo City,Iloilo,Philippines,Standard,8893.32,81.29,944.52,77.76,2026-07-14
50585,2889,2026-07-14 22:23:09,returned,Pasig,Metro Manila,Philippines,Standard,38025.32,684.15,4062.32,110.37,2026-07-14
50586,3328,2026-07-14 13:13:39,delivered,Parañaque,Metro Manila,Philippines,Same Day,3786.06,0.0,369.07,341.42,2026-07-14
50587,1170,2026-07-14 22:07:15,delivered,Iloilo City,Iloilo,Philippines,Standard,11981.4,0.0,1277.26,60.3,2026-07-14
50588,1934,2026-07-14 23:29:22,delivered,Davao City,Davao del Sur,Philippines,Standard,24908.14,0.0,2656.42,114.86,2026-07-14
50589,3686,2026-07-14 13:30:23,delivered,Las Piñas,Metro Manila,Philippines,Standard,38718.0,1205.93,4141.06,68.08,2026-07-14
50590,4338,2026-07-14 13:21:36,delivered,Bacolod,Negros Occidental,Philippines,Standard,69364.46,877.86,7419.2,118.6,2026-07-14
50591,930,2026-07-14 00:56:36,delivered,Iloilo City,Iloilo,Philippines,Standard,18500.12,235.87,1974.33,73.01,2026-07-14
50592,4602,2026-07-14 04:17:15,delivered,Pasig,Metro Manila,Philippines,Standard,42139.32,2183.43,4509.0,55.31,2026-07-14
50593,5013,2026-07-14 10:23:51,delivered,Iloilo City,Iloilo,Philippines,Standard,43912.34,2911.73,4698.4,60.63,2026-07-14
50594,607,2026-07-14 16:27:30,delivered,Parañaque,Metro Manila,Philippines,Same Day,9672.67,629.34,1005.4,288.95,2026-07-14
50595,2619,2026-07-14 12:38:57,delivered,Baguio,Benguet,Philippines,Standard,52468.94,0.0,5614.95,62.73,2026-07-14
50596,2458,2026-07-14 05:44:04,delivered,Marikina,Metro Manila,Philippines,Express,172591.36,400.82,18466.58,236.58,2026-07-14
50597,4168,2026-07-14 08:09:51,shipped,Taguig,Metro Manila,Philippines,Standard,87519.47,6350.29,9366.72,96.73,2026-07-14
50598,4048,2026-07-14 00:57:25,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Standard,131625.32,9443.89,14096.09,61.83,2026-07-14
50599,4520,2026-07-14 04:43:29,delivered,Manila,Metro Manila,Philippines,Standard,11572.32,195.73,1233.21,62.39,2026-07-14
50600,3922,2026-07-14 19:08:23,delivered,Davao City,Davao del Sur,Philippines,Standard,84312.91,0.0,9027.5,56.21,2026-07-14
50601,2598,2026-07-14 23:23:12,shipped,Iloilo City,Iloilo,Philippines,Standard,17399.99,1516.54,1855.15,85.24,2026-07-14
50602,4517,2026-07-14 23:17:39,delivered,Las Piñas,Metro Manila,Philippines,Standard,50742.94,166.1,5431.09,52.75,2026-07-14
50603,454,2026-07-14 04:31:14,delivered,Pasig,Metro Manila,Philippines,Standard,1899.96,0.0,192.21,105.96,2026-07-14
50604,1848,2026-07-14 12:35:53,cancelled,Baguio,Benguet,Philippines,Express,8019.63,492.17,845.25,130.63,2026-07-14
50605,2053,2026-07-14 07:08:49,delivered,Baguio,Benguet,Philippines,Standard,5127.65,0.0,537.48,111.15,2026-07-14
50606,2481,2026-07-14 22:22:14,delivered,Baguio,Benguet,Philippines,Standard,3733.54,0.0,387.76,114.46,2026-07-14
50607,4757,2026-07-14 05:36:50,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Express,94469.85,1554.54,10097.68,224.81,2026-07-14
50608,4618,2026-07-14 01:29:59,delivered,Quezon City,Metro Manila,Philippines,Standard,138275.56,0.0,14804.27,102.38,2026-07-14
50609,4725,2026-07-14 09:38:08,delivered,Las Piñas,Metro Manila,Philippines,Standard,140345.62,8424.82,15028.04,83.92,2026-07-14
50610,249,2026-07-14 18:07:58,cancelled,Baguio,Benguet,Philippines,Standard,717.31,95.37,68.73,75.82,2026-07-14
50611,2475,2026-07-14 17:35:00,delivered,Las Piñas,Metro Manila,Philippines,Standard,87527.71,2993.38,9367.01,102.32,2026-07-14
50612,598,2026-07-14 02:10:52,delivered,Davao City,Davao del Sur,Philippines,Standard,9111.88,204.11,969.02,67.67,2026-07-14
50613,2787,2026-07-14 22:05:16,shipped,Muntinlupa,Metro Manila,Philippines,Express,19280.53,0.0,2042.98,212.74,2026-07-14
50614,2830,2026-07-14 14:31:00,shipped,Cebu City,Cebu,Philippines,Standard,17893.85,0.0,1905.13,112.66,2026-07-14
50615,2615,2026-07-14 08:48:05,delivered,Pasig,Metro Manila,Philippines,Standard,13892.62,0.0,1479.3,85.82,2026-07-14
50616,794,2026-07-14 01:50:32,delivered,Davao City,Davao del Sur,Philippines,Standard,43580.41,3481.43,4660.62,81.32,2026-07-14
50617,1309,2026-07-14 11:55:17,cancelled,Parañaque,Metro Manila,Philippines,Standard,27867.32,0.0,2976.43,87.28,2026-07-14
50618,1306,2026-07-14 18:08:28,returned,Iloilo City,Iloilo,Philippines,Express,42097.76,560.69,4493.87,155.0,2026-07-14
50619,4075,2026-07-14 00:50:37,shipped,Davao City,Davao del Sur,Philippines,Standard,29142.82,1675.2,3115.5,64.8,2026-07-14
50620,1973,2026-07-14 07:49:59,delivered,Quezon City,Metro Manila,Philippines,Standard,477.94,41.22,44.95,58.38,2026-07-14
50621,4895,2026-07-14 23:49:15,delivered,Pasig,Metro Manila,Philippines,Standard,9026.16,1793.77,957.28,91.55,2026-07-14
50622,881,2026-07-14 15:41:22,shipped,Pasig,Metro Manila,Philippines,Express,36924.05,0.0,3933.83,208.28,2026-07-14
50623,2998,2026-07-14 01:38:50,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Standard,3284.17,0.0,340.6,105.24,2026-07-14
50624,2365,2026-07-14 02:40:37,delivered,Iloilo City,Iloilo,Philippines,Express,3440.79,257.43,348.32,189.82,2026-07-14
50625,5106,2026-07-14 22:14:50,shipped,Manila,Metro Manila,Philippines,Standard,32290.21,4544.6,3453.35,58.93,2026-07-14
50626,2778,2026-07-14 20:18:36,cancelled,Las Piñas,Metro Manila,Philippines,Standard,2912.55,0.0,304.57,69.86,2026-07-14
50627,4171,2026-07-14 14:36:50,delivered,Quezon City,Metro Manila,Philippines,Standard,35699.14,2196.76,3814.71,95.21,2026-07-14
50628,2729,2026-07-14 17:14:54,delivered,Makati,Metro Manila,Philippines,Standard,36822.01,5112.37,3932.46,119.06,2026-07-14
50629,5023,2026-07-14 11:35:50,delivered,Cagayan de Oro,Misamis Oriental,Philippines,Standard,43047.68,2058.85,4606.13,57.12,2026-07-14
50630,4156,2026-07-14 18:33:29,delivered,Parañaque,Metro Manila,Philippines,Standard,45460.41,2289.1,4864.2,61.25,2026-07-14
50631,137,2026-07-14 13:24:41,delivered,Manila,Metro Manila,Philippines,Standard,1912.28,139.13,197.39,69.96,2026-07-14
50632,219,2026-07-14 21:43:58,delivered,Bacolod,Negros Occidental,Philippines,Express,105716.71,3417.18,11301.44,236.58,2026-07-14
50633,4781,2026-07-14 17:29:33,delivered,Bacolod,Negros Occidental,Philippines,Standard,74852.52,1707.18,8011.48,78.73,2026-07-14
50634,1985,2026-07-14 01:08:58,delivered,Parañaque,Metro Manila,Philippines,Standard,7196.26,530.32,764.83,57.84,2026-07-14
50635,3613,2026-07-14 11:25:16,delivered,Davao City,Davao del Sur,Philippines,Standard,163767.98,9783.65,17533.94,117.86,2026-07-14
50636,5010,2026-07-14 17:10:14,cancelled,Parañaque,Metro Manila,Philippines,Express,8670.25,1593.15,912.51,153.53,2026-07-14
50637,4250,2026-07-14 07:32:56,delivered,Bacolod,Negros Occidental,Philippines,Standard,23592.3,0.0,2521.11,61.96,2026-07-14
50638,2571,2026-07-14 06:18:19,delivered,Baguio,Benguet,Philippines,Standard,163427.96,0.0,17499.77,96.81,2026-07-14
50639,2166,2026-07-14 22:12:43,delivered,Taguig,Metro Manila,Philippines,Standard,27418.74,2116.12,2928.08,90.01,2026-07-14
50640,1843,2026-07-14 10:50:08,delivered,Parañaque,Metro Manila,Philippines,Express,15528.28,1571.1,1648.28,144.32,2026-07-14
50641,4006,2026-07-14 11:32:35,delivered,Baguio,Benguet,Philippines,Standard,8839.58,0.0,939.31,72.66,2026-07-14
50642,4698,2026-07-14 19:46:37,delivered,Davao City,Davao del Sur,Philippines,Same Day,49999.19,0.0,5330.02,252.32,2026-07-14
50643,1200,2026-07-14 10:34:30,placed,Parañaque,Metro Manila,Philippines,Standard,20471.39,0.0,2184.2,85.53,2026-07-14
50644,3624,2026-07-14 23:52:59,delivered,Iloilo City,Iloilo,Philippines,Standard,131251.94,643.49,14056.49,58.04,2026-07-14
50645,4413,2026-07-14 09:52:17,cancelled,Parañaque,Metro Manila,Philippines,Standard,10300.72,0.0,1093.71,92.74,2026-07-14
50646,5044,2026-07-14 21:21:57,delivered,Quezon City,Metro Manila,Philippines,Standard,45722.53,1574.61,4889.88,83.68,2026-07-14
50647,1908,2026-07-14 01:54:40,shipped,Cebu City,Cebu,Philippines,Standard,24433.84,0.0,2608.56,87.28,2026-07-14
50648,1127,2026-07-14 00:11:19,returned,Marikina,Metro Manila,Philippines,Standard,13026.83,315.13,1387.85,73.56,2026-07-14
50649,3897,2026-07-14 17:23:00,delivered,Las Piñas,Metro Manila,Philippines,Standard,1711.12,0.0,176.97,59.41,2026-07-14
50650,485,2026-07-14 03:15:25,delivered,Taguig,Metro Manila,Philippines,Express,65246.64,0.0,6976.97,128.24,2026-07-14
50651,306,2026-07-14 06:22:26,delivered,Muntinlupa,Metro Manila,Philippines,Same Day,57047.44,11142.59,6087.07,234.8,2026-07-14
50652,298,2026-07-14 14:27:14,delivered,Makati,Metro Manila,Philippines,Express,29494.99,2057.66,3137.83,208.6,2026-07-14
50653,76,2026-07-14 10:51:50,delivered,Manila,Metro Manila,Philippines,Standard,5135.97,883.74,540.46,91.69,2026-07-14
50654,4451,2026-07-14 19:05:23,delivered,Makati,Metro Manila,Philippines,Standard,23570.3,599.88,2516.94,78.83,2026-07-14
50655,1580,2026-07-14 04:06:04,delivered,Parañaque,Metro Manila,Philippines,Standard,66054.69,1508.43,7064.96,115.07,2026-07-14
50656,1526,2026-07-14 00:30:46,delivered,Las Piñas,Metro Manila,Philippines,Standard,975.52,0.0,92.93,108.14,2026-07-14
50657,1583,2026-07-14 06:23:22,delivered,Bacolod,Negros Occidental,Philippines,Express,56829.72,4075.23,6065.86,215.01,2026-07-14
50658,4222,2026-07-14 11:56:22,shipped,Bacolod,Negros Occidental,Philippines,Standard,30328.72,0.0,3237.11,115.68,2026-07-14
50659,1152,2026-07-14 17:23:00,delivered,Taguig,Metro Manila,Philippines,Standard,6980.89,0.0,741.24,62.69,2026-07-14
50660,1930,2026-07-14 16:15:54,delivered,Cebu City,Cebu,Philippines,Standard,24286.01,438.28,2591.16,101.88,2026-07-14
50661,4694,2026-07-14 00:24:58,delivered,Cebu City,Cebu,Philippines,Standard,9636.06,1109.76,1020.76,108.93,2026-07-14
50662,969,2026-07-14 16:56:40,delivered,Davao City,Davao del Sur,Philippines,Same Day,58277.27,2240.19,6210.22,315.2,2026-07-14
50663,2548,2026-07-14 04:16:29,delivered,Pasig,Metro Manila,Philippines,Standard,24914.62,219.13,2662.83,61.5,2026-07-14
50664,1796,2026-07-14 04:51:47,delivered,Iloilo City,Iloilo,Philippines,Standard,29476.43,693.45,3147.84,96.56,2026-07-14
50665,4500,2026-07-14 17:08:32,delivered,Las Piñas,Metro Manila,Philippines,Express,47142.66,192.05,5033.14,166.65,2026-07-14
50666,4881,2026-07-14 02:58:50,delivered,Baguio,Benguet,Philippines,Standard,42611.4,0.0,4553.57,111.4,2026-07-14
50667,4622,2026-07-14 04:05:07,shipped,Baguio,Benguet,Philippines,Standard,162373.63,22561.83,17388.52,80.74,2026-07-14
50668,4397,2026-07-14 05:27:21,delivered,Muntinlupa,Metro Manila,Philippines,Standard,5902.76,0.0,624.25,76.39,2026-07-14
50669,1683,2026-07-14 21:13:54,delivered,Marikina,Metro Manila,Philippines,Standard,26673.36,2223.08,2850.24,71.1,2026-07-14
50670,456,2026-07-14 16:30:32,shipped,Davao City,Davao del Sur,Philippines,Standard,2702.22,46.74,280.4,85.19,2026-07-14
50671,4578,2026-07-14 16:50:04,delivered,Pasig,Metro Manila,Philippines,Standard,5645.81,305.41,592.8,112.97,2026-07-14
50672,25,2026-07-14 07:56:00,delivered,Quezon City,Metro Manila,Philippines,Standard,110024.11,1707.68,11776.14,113.45,2026-07-14
50673,523,2026-07-14 19:42:11,returned,Marikina,Metro Manila,Philippines,Same Day,1214.18,117.67,108.68,199.87,2026-07-14
50674,3868,2026-07-14 01:09:19,delivered,Makati,Metro Manila,Philippines,Express,166969.94,0.0,17863.69,242.18,2026-07-14
50675,3444,2026-07-14 13:38:01,returned,Davao City,Davao del Sur,Philippines,Express,65619.69,0.0,7009.08,201.6,2026-07-14
50676,3093,2026-07-14 13:40:36,shipped,Bacolod,Negros Occidental,Philippines,Standard,346.59,0.0,29.27,73.44,2026-07-14
50677,2849,2026-07-14 04:19:09,delivered,Baguio,Benguet,Philippines,Standard,25224.37,0.0,2696.21,59.75,2026-07-14
50678,1825,2026-07-14 00:07:35,delivered,Pasig,Metro Manila,Philippines,Express,897.46,0.0,72.24,223.22,2026-07-14
