return_id,order_id,order_item_id,return_date,return_reason,refund_amount,refund_status,refund_date,batch_date
1773,11726,35286,2024-12-05 13:39:57,Late delivery,27876.27,processed,2024-12-07 13:39:57,full_load
1774,11728,35293,2023-02-18 12:58:11,Late delivery,82384.41,approved,2023-02-21 12:58:11,full_load
1775,11728,35292,2023-02-02 12:58:11,Late delivery,2962.7,processed,2023-02-09 12:58:11,full_load
1776,11734,35306,2023-05-06 18:48:25,Changed mind,3181.6,approved,2023-05-07 18:48:25,full_load
1777,11768,35407,2025-03-08 19:59:46,Damaged item,9659.67,approved,2025-03-15 19:59:46,full_load
1778,11774,35424,2025-12-27 18:46:20,Missing parts,474.95,approved,2025-12-28 18:46:20,full_load
1779,11780,35446,2023-07-30 12:03:19,Missing parts,2942.5,processed,2023-07-31 12:03:19,full_load
1780,11785,35461,2025-03-07 11:17:58,Wrong item,42409.92,approved,2025-03-12 11:17:58,full_load
1781,11793,35486,2024-09-16 15:35:44,Changed mind,3956.88,approved,2024-09-18 15:35:44,full_load
1782,11793,35485,2024-09-06 15:35:44,Late delivery,14978.34,approved,2024-09-09 15:35:44,full_load
1783,11798,35500,2025-03-25 20:13:34,Size issue,6485.31,approved,2025-03-26 20:13:34,full_load
1784,11802,35513,2023-09-04 06:44:12,Changed mind,2130.72,approved,2023-09-05 06:44:12,full_load
1785,11802,35514,2023-09-02 06:44:12,Missing parts,34623.18,processed,2023-09-05 06:44:12,full_load
1786,11806,35526,2025-12-19 06:01:28,Size issue,3813.57,processed,2025-12-26 06:01:28,full_load
1787,11825,35586,2024-07-23 00:01:38,Wrong item,410.7,approved,2024-07-26 00:01:38,full_load
1788,11825,35587,2024-07-27 00:01:38,Damaged item,4399.26,approved,2024-07-31 00:01:38,full_load
1789,11845,35649,2024-03-30 21:41:24,Wrong item,4180.4,approved,2024-04-03 21:41:24,full_load
1790,11845,35647,2024-03-24 21:41:24,Late delivery,22451.5,processed,2024-03-30 21:41:24,full_load
1791,11853,35676,2025-01-29 16:28:14,Size issue,3064.32,approved,2025-02-02 16:28:14,full_load
1792,11853,35675,2025-01-30 16:28:14,Wrong item,18181.58,processed,2025-02-01 16:28:14,full_load
1793,11858,35690,2025-07-24 20:44:13,Changed mind,15932.98,processed,2025-07-29 20:44:13,full_load
1794,11873,35731,2024-10-29 02:09:27,Missing parts,6468.95,processed,2024-11-04 02:09:27,full_load
1795,11887,35776,2025-01-08 13:54:35,Damaged item,12887.19,processed,2025-01-13 13:54:35,full_load
1796,11887,35777,2025-01-15 13:54:35,Missing parts,16002.24,approved,2025-01-21 13:54:35,full_load
1797,11888,35780,2023-06-10 15:57:30,Damaged item,3601.02,processed,2023-06-11 15:57:30,full_load
1798,11908,35840,2024-01-12 02:05:02,Damaged item,1408.59,approved,2024-01-13 02:05:02,full_load
1799,11908,35838,2023-12-27 02:05:02,Changed mind,11274.45,approved,2023-12-29 02:05:02,full_load
1800,11909,35844,2023-04-04 21:43:05,Size issue,37666.8,approved,2023-04-09 21:43:05,full_load
1801,11909,35842,2023-04-01 21:43:05,Late delivery,27431.64,processed,2023-04-03 21:43:05,full_load
1802,11919,35873,2025-11-02 11:01:49,Size issue,961.48,approved,2025-11-06 11:01:49,full_load
1803,11923,35884,2025-10-25 05:50:13,Late delivery,426.58,processed,2025-10-27 05:50:13,full_load
1804,11938,35937,2023-09-11 01:22:17,Size issue,29921.88,approved,2023-09-13 01:22:17,full_load
1805,11938,35936,2023-09-17 01:22:17,Damaged item,2157.18,approved,2023-09-24 01:22:17,full_load
1806,11945,35954,2024-05-09 15:21:33,Damaged item,8654.64,approved,2024-05-16 15:21:33,full_load
1807,11945,35956,2024-04-25 15:21:33,Size issue,12120.57,approved,2024-04-27 15:21:33,full_load
1808,11946,35958,2024-01-31 19:21:45,Damaged item,516.4,processed,2024-02-01 19:21:45,full_load
1809,11949,35965,2023-09-16 23:39:18,Wrong item,2263.77,processed,2023-09-20 23:39:18,full_load
1810,11972,36038,2024-02-12 16:38:00,Missing parts,6415.2,approved,2024-02-18 16:38:00,full_load
1811,11972,36039,2024-02-03 16:38:00,Late delivery,5858.12,approved,2024-02-09 16:38:00,full_load
1812,11976,36047,2023-05-08 11:47:07,Changed mind,8261.91,approved,2023-05-15 11:47:07,full_load
1813,11983,36063,2024-08-14 03:40:36,Damaged item,10063.23,processed,2024-08-15 03:40:36,full_load
1814,11985,36070,2023-03-15 23:00:34,Missing parts,1637.07,approved,2023-03-21 23:00:34,full_load
1815,11985,36068,2023-03-03 23:00:34,Missing parts,96451.38,processed,2023-03-10 23:00:34,full_load
1816,12005,36134,2024-04-04 14:38:45,Missing parts,733.62,processed,2024-04-06 14:38:45,full_load
1817,12005,36135,2024-04-09 14:38:45,Size issue,702.75,processed,2024-04-13 14:38:45,full_load
1818,12006,36137,2023-04-16 20:29:33,Damaged item,931.22,rejected,2023-04-23 20:29:33,full_load
1819,12006,36136,2023-04-11 20:29:33,Damaged item,3402.36,processed,2023-04-18 20:29:33,full_load
1820,12018,36170,2023-07-27 13:20:54,Damaged item,31283.88,approved,2023-07-30 13:20:54,full_load
1821,12020,36173,2025-07-14 08:42:05,Missing parts,3558.04,approved,2025-07-21 08:42:05,full_load
1822,12022,36178,2023-07-05 00:05:48,Wrong item,40259.93,approved,2023-07-11 00:05:48,full_load
1823,12022,36177,2023-07-05 00:05:48,Changed mind,2139.97,processed,2023-07-07 00:05:48,full_load
1824,12025,36190,2023-09-24 12:47:03,Missing parts,27039.44,processed,2023-09-27 12:47:03,full_load
1825,12025,36191,2023-10-02 12:47:03,Missing parts,5855.64,processed,2023-10-09 12:47:03,full_load
1826,12031,36210,2023-05-15 13:18:25,Damaged item,32745.09,approved,2023-05-18 13:18:25,full_load
1827,12032,36213,2023-10-15 09:53:45,Damaged item,488.67,approved,2023-10-20 09:53:45,full_load
1828,12032,36212,2023-10-12 09:53:45,Missing parts,26108.37,approved,2023-10-19 09:53:45,full_load
1829,12039,36229,2023-01-12 10:21:36,Wrong item,5970.71,approved,2023-01-19 10:21:36,full_load
1830,12061,36303,2023-05-22 18:22:23,Wrong item,1503.03,approved,2023-05-23 18:22:23,full_load
1831,12061,36301,2023-06-02 18:22:23,Wrong item,314.79,approved,2023-06-06 18:22:23,full_load
1832,12062,36306,2024-04-10 14:54:21,Late delivery,2977.67,approved,2024-04-16 14:54:21,full_load
1833,12063,36308,2026-01-08 14:10:46,Changed mind,3891.76,rejected,2026-01-09 14:10:46,full_load
1834,12070,36334,2024-04-08 23:16:24,Changed mind,3293.76,approved,2024-04-13 23:16:24,full_load
1835,12070,36333,2024-04-04 23:16:24,Damaged item,9251.41,approved,2024-04-07 23:16:24,full_load
1836,12086,36381,2024-09-03 04:44:02,Changed mind,51429.34,processed,2024-09-07 04:44:02,full_load
1837,12086,36385,2024-09-04 04:44:02,Wrong item,1074.46,processed,2024-09-11 04:44:02,full_load
1838,12092,36405,2023-06-01 19:51:02,Changed mind,3383.15,processed,2023-06-06 19:51:02,full_load
1839,12092,36406,2023-06-09 19:51:02,Wrong item,272.06,processed,2023-06-15 19:51:02,full_load
1840,12095,36413,2024-01-17 11:21:51,Damaged item,2301.63,approved,2024-01-22 11:21:51,full_load
1841,12095,36411,2024-01-18 11:21:51,Damaged item,9126.86,approved,2024-01-22 11:21:51,full_load
1842,12114,36471,2025-04-06 22:08:21,Damaged item,59063.58,approved,2025-04-08 22:08:21,full_load
1843,12122,36488,2024-03-07 18:44:43,Wrong item,8963.21,approved,2024-03-14 18:44:43,full_load
1844,12125,36497,2023-03-07 15:05:30,Missing parts,311.0,approved,2023-03-14 15:05:30,full_load
1845,12133,36512,2024-10-23 09:45:23,Missing parts,3116.65,approved,2024-10-25 09:45:23,full_load
1846,12136,36519,2025-10-09 07:09:06,Damaged item,8326.08,processed,2025-10-10 07:09:06,full_load
1847,12137,36521,2024-08-03 17:21:07,Late delivery,20179.61,approved,2024-08-08 17:21:07,full_load
1848,12155,36569,2024-08-17 07:57:43,Wrong item,21691.85,processed,2024-08-23 07:57:43,full_load
1849,12157,36573,2023-08-29 05:51:50,Wrong item,27286.56,approved,2023-09-04 05:51:50,full_load
1850,12169,36611,2025-07-20 14:55:27,Missing parts,2438.88,processed,2025-07-26 14:55:27,full_load
1851,12187,36653,2025-01-27 03:48:13,Late delivery,769.78,processed,2025-02-01 03:48:13,full_load
1852,12187,36652,2025-01-26 03:48:13,Missing parts,1462.24,approved,2025-01-31 03:48:13,full_load
1853,12192,36670,2024-06-30 22:01:54,Wrong item,5031.0,processed,2024-07-02 22:01:54,full_load
1854,12192,36669,2024-06-22 22:01:54,Damaged item,36329.88,rejected,2024-06-25 22:01:54,full_load
1855,12193,36675,2023-03-19 07:15:27,Late delivery,2182.06,processed,2023-03-20 07:15:27,full_load
1856,12195,36679,2025-11-08 07:40:29,Late delivery,2683.7,approved,2025-11-14 07:40:29,full_load
1857,12196,36681,2023-10-22 18:53:52,Changed mind,4150.92,approved,2023-10-23 18:53:52,full_load
1858,12201,36693,2024-12-07 23:25:20,Wrong item,2269.77,approved,2024-12-11 23:25:20,full_load
1859,12203,36697,2023-08-13 13:31:05,Missing parts,3833.33,approved,2023-08-18 13:31:05,full_load
1860,12203,36696,2023-08-14 13:31:05,Late delivery,4990.26,processed,2023-08-15 13:31:05,full_load
1861,12223,36752,2025-01-19 14:49:55,Damaged item,14831.08,approved,2025-01-25 14:49:55,full_load
1862,12223,36751,2025-01-30 14:49:55,Wrong item,4617.84,processed,2025-02-01 14:49:55,full_load
1863,12224,36758,2023-07-27 06:11:38,Damaged item,1839.96,approved,2023-08-01 06:11:38,full_load
1864,12233,36778,2025-08-03 02:53:52,Damaged item,3156.23,processed,2025-08-04 02:53:52,full_load
1865,12263,36868,2024-04-12 14:30:08,Changed mind,15644.95,rejected,2024-04-14 14:30:08,full_load
1866,12263,36869,2024-04-06 14:30:08,Damaged item,2636.19,processed,2024-04-08 14:30:08,full_load
1867,12272,36896,2025-11-01 18:43:02,Changed mind,88322.78,approved,2025-11-08 18:43:02,full_load
1868,12282,36927,2024-10-02 06:04:21,Size issue,7381.78,processed,2024-10-08 06:04:21,full_load
1869,12307,37003,2024-10-05 16:41:54,Wrong item,5853.84,processed,2024-10-07 16:41:54,full_load
1870,12348,37117,2023-10-15 22:02:52,Size issue,6731.57,processed,2023-10-18 22:02:52,full_load
1871,12348,37116,2023-10-13 22:02:52,Size issue,2681.82,approved,2023-10-18 22:02:52,full_load
1872,12351,37127,2024-10-13 23:28:40,Damaged item,4432.98,approved,2024-10-20 23:28:40,full_load
1873,12352,37132,2025-08-11 19:01:55,Wrong item,2377.52,rejected,2025-08-17 19:01:55,full_load
1874,12352,37131,2025-08-17 19:01:55,Changed mind,7360.54,approved,2025-08-21 19:01:55,full_load
1875,12380,37217,2025-03-14 18:05:06,Changed mind,12104.73,processed,2025-03-16 18:05:06,full_load
1876,12380,37219,2025-03-13 18:05:06,Damaged item,13838.31,processed,2025-03-19 18:05:06,full_load
1877,12381,37220,2024-09-09 01:35:49,Wrong item,533.28,processed,2024-09-13 01:35:49,full_load
1878,12396,37266,2025-06-18 12:55:00,Missing parts,584.38,approved,2025-06-21 12:55:00,full_load
1879,12408,37299,2023-07-16 11:59:01,Missing parts,3913.2,processed,2023-07-17 11:59:01,full_load
1880,12408,37301,2023-07-29 11:59:01,Changed mind,2211.3,approved,2023-07-31 11:59:01,full_load
1881,12412,37308,2025-12-01 16:30:20,Wrong item,853.92,processed,2025-12-07 16:30:20,full_load
1882,12419,37335,2024-07-01 00:47:49,Wrong item,747.82,processed,2024-07-04 00:47:49,full_load
1883,12428,37360,2024-06-26 15:57:11,Wrong item,222.6,approved,2024-07-03 15:57:11,full_load
1884,12428,37361,2024-07-06 15:57:11,Missing parts,7200.54,approved,2024-07-08 15:57:11,full_load
1885,12431,37378,2023-02-10 00:05:14,Missing parts,84783.18,approved,2023-02-12 00:05:14,full_load
1886,12431,37375,2023-02-15 00:05:14,Wrong item,28484.45,processed,2023-02-19 00:05:14,full_load
1887,12441,37407,2023-05-08 10:02:58,Damaged item,725.81,approved,2023-05-15 10:02:58,full_load
1888,12444,37412,2024-11-03 00:18:54,Wrong item,1056.12,approved,2024-11-06 00:18:54,full_load
1889,12444,37413,2024-11-02 00:18:54,Size issue,42800.1,processed,2024-11-04 00:18:54,full_load
1890,12460,37459,2023-10-05 17:32:16,Changed mind,122450.17,approved,2023-10-07 17:32:16,full_load
1891,12463,37467,2023-01-26 22:29:38,Size issue,2818.81,approved,2023-01-27 22:29:38,full_load
1892,12468,37477,2025-06-18 19:20:41,Changed mind,1960.17,approved,2025-06-24 19:20:41,full_load
1893,12484,37532,2023-11-15 06:15:29,Wrong item,4019.52,approved,2023-11-22 06:15:29,full_load
1894,12488,37543,2025-01-17 23:25:23,Wrong item,365.45,processed,2025-01-23 23:25:23,full_load
1895,12488,37544,2025-01-08 23:25:23,Wrong item,4120.34,approved,2025-01-11 23:25:23,full_load
1896,12497,37573,2023-10-21 16:07:55,Wrong item,1077.27,approved,2023-10-28 16:07:55,full_load
1897,12503,37596,2025-07-23 05:23:59,Late delivery,2106.99,approved,2025-07-28 05:23:59,full_load
1898,12524,37664,2023-04-28 05:14:21,Late delivery,14246.56,processed,2023-05-01 05:14:21,full_load
1899,12530,37680,2024-10-31 16:58:45,Damaged item,49170.49,approved,2024-11-06 16:58:45,full_load
1900,12530,37681,2024-10-31 16:58:45,Size issue,42612.72,approved,2024-11-07 16:58:45,full_load
1901,12531,37685,2024-02-14 18:17:21,Changed mind,5884.6,processed,2024-02-19 18:17:21,full_load
1902,12532,37689,2025-08-24 08:58:11,Damaged item,82590.18,processed,2025-08-28 08:58:11,full_load
1903,12534,37692,2023-02-11 08:51:13,Late delivery,60775.56,approved,2023-02-14 08:51:13,full_load
1904,12534,37695,2023-02-24 08:51:13,Missing parts,377.33,processed,2023-03-03 08:51:13,full_load
1905,12543,37723,2025-10-24 18:43:52,Late delivery,3670.86,processed,2025-10-28 18:43:52,full_load
1906,12543,37722,2025-10-29 18:43:52,Late delivery,6267.75,processed,2025-11-04 18:43:52,full_load
1907,12557,37763,2025-09-23 10:01:46,Changed mind,5412.47,processed,2025-09-27 10:01:46,full_load
1908,12572,37806,2024-05-30 01:25:27,Changed mind,28294.69,processed,2024-06-06 01:25:27,full_load
1909,12587,37844,2024-05-06 21:06:54,Damaged item,1204.64,processed,2024-05-07 21:06:54,full_load
1910,12590,37861,2025-10-22 14:51:36,Late delivery,1176.6,approved,2025-10-28 14:51:36,full_load
1911,12590,37860,2025-10-30 14:51:36,Wrong item,783.68,processed,2025-11-05 14:51:36,full_load
1912,12596,37877,2024-10-05 01:43:53,Damaged item,3065.23,approved,2024-10-07 01:43:53,full_load
1913,12600,37895,2024-01-19 21:29:01,Late delivery,4360.5,processed,2024-01-22 21:29:01,full_load
1914,12600,37897,2024-01-13 21:29:01,Missing parts,13652.14,approved,2024-01-17 21:29:01,full_load
1915,12604,37905,2025-11-09 22:26:43,Damaged item,1872.6,processed,2025-11-11 22:26:43,full_load
1916,12604,37903,2025-11-19 22:26:43,Late delivery,3233.57,approved,2025-11-26 22:26:43,full_load
1917,12645,38042,2024-12-27 22:50:20,Missing parts,26060.64,approved,2024-12-30 22:50:20,full_load
1918,12645,38043,2025-01-11 22:50:20,Changed mind,1323.68,processed,2025-01-18 22:50:20,full_load
1919,12653,38068,2024-04-29 09:37:14,Changed mind,8843.72,approved,2024-05-05 09:37:14,full_load
1920,12696,38197,2023-06-15 13:35:46,Changed mind,1675.14,approved,2023-06-19 13:35:46,full_load
1921,12700,38210,2024-10-11 08:26:18,Missing parts,15955.02,approved,2024-10-16 08:26:18,full_load
1922,12739,38306,2025-02-14 12:51:04,Missing parts,853.5,approved,2025-02-20 12:51:04,full_load
1923,12742,38315,2023-10-13 06:47:18,Damaged item,1735.82,approved,2023-10-17 06:47:18,full_load
1924,12755,38356,2024-03-04 05:29:12,Missing parts,7955.93,processed,2024-03-07 05:29:12,full_load
1925,12770,38393,2023-09-07 14:40:49,Late delivery,1829.6,processed,2023-09-11 14:40:49,full_load
1926,12771,38397,2023-08-10 15:30:45,Wrong item,5430.24,approved,2023-08-16 15:30:45,full_load
1927,12781,38421,2023-02-28 10:31:37,Missing parts,8993.65,rejected,2023-03-01 10:31:37,full_load
1928,12781,38422,2023-03-05 10:31:37,Size issue,1635.12,approved,2023-03-08 10:31:37,full_load
1929,12788,38441,2025-11-10 03:35:00,Size issue,33961.87,approved,2025-11-13 03:35:00,full_load
1930,12788,38442,2025-11-19 03:35:00,Size issue,9347.94,approved,2025-11-22 03:35:00,full_load
1931,12796,38462,2025-11-02 12:33:51,Late delivery,1278.56,approved,2025-11-03 12:33:51,full_load
1932,12801,38476,2024-07-08 08:19:47,Missing parts,1628.42,approved,2024-07-12 08:19:47,full_load
1933,12801,38475,2024-07-08 08:19:47,Changed mind,10748.88,approved,2024-07-11 08:19:47,full_load
1934,12808,38495,2023-03-04 10:13:07,Wrong item,4437.61,approved,2023-03-11 10:13:07,full_load
1935,12815,38520,2023-07-26 00:24:11,Wrong item,21667.36,approved,2023-08-02 00:24:11,full_load
1936,12822,38537,2024-05-08 18:58:54,Changed mind,1573.5,processed,2024-05-12 18:58:54,full_load
1937,12829,38562,2024-06-26 19:44:38,Changed mind,364.06,rejected,2024-07-02 19:44:38,full_load
1938,12838,38585,2025-07-03 16:43:53,Damaged item,170.62,processed,2025-07-08 16:43:53,full_load
1939,12838,38586,2025-07-02 16:43:53,Changed mind,24557.34,approved,2025-07-04 16:43:53,full_load
1940,12848,38614,2024-11-01 15:40:45,Size issue,879.89,processed,2024-11-08 15:40:45,full_load
1941,12850,38617,2024-07-04 06:49:50,Damaged item,127.77,approved,2024-07-09 06:49:50,full_load
1942,12852,38625,2023-01-18 17:01:47,Wrong item,2773.14,approved,2023-01-25 17:01:47,full_load
1943,12857,38643,2025-03-02 19:38:06,Late delivery,1193.58,processed,2025-03-08 19:38:06,full_load
1944,12861,38653,2025-02-24 18:38:16,Wrong item,78106.17,approved,2025-03-02 18:38:16,full_load
1945,12861,38652,2025-03-02 18:38:16,Late delivery,7653.4,approved,2025-03-06 18:38:16,full_load
1946,12879,38706,2024-01-10 21:01:31,Missing parts,14096.08,approved,2024-01-12 21:01:31,full_load
1947,12879,38708,2024-01-14 21:01:31,Late delivery,17807.41,approved,2024-01-20 21:01:31,full_load
1948,12900,38768,2023-04-07 08:36:46,Late delivery,32409.12,approved,2023-04-10 08:36:46,full_load
1949,12901,38769,2025-09-23 17:32:30,Missing parts,9361.41,processed,2025-09-24 17:32:30,full_load
1950,12903,38775,2023-08-12 06:10:27,Damaged item,2222.85,approved,2023-08-18 06:10:27,full_load
1951,12913,38809,2024-09-04 17:24:59,Wrong item,3483.29,processed,2024-09-08 17:24:59,full_load
1952,12914,38812,2024-06-29 11:52:45,Damaged item,9913.66,approved,2024-06-30 11:52:45,full_load
1953,12934,38877,2025-08-18 06:41:55,Changed mind,20607.04,approved,2025-08-25 06:41:55,full_load
1954,12941,38898,2025-08-12 21:29:20,Changed mind,7844.13,approved,2025-08-17 21:29:20,full_load
1955,12941,38896,2025-08-01 21:29:20,Missing parts,1377.94,processed,2025-08-02 21:29:20,full_load
1956,12949,38916,2025-11-21 23:40:18,Changed mind,3959.95,approved,2025-11-25 23:40:18,full_load
1957,12949,38917,2025-11-13 23:40:18,Late delivery,20515.11,approved,2025-11-20 23:40:18,full_load
1958,12951,38924,2024-07-17 07:28:11,Wrong item,25354.73,approved,2024-07-19 07:28:11,full_load
1959,12951,38923,2024-07-18 07:28:11,Missing parts,638.21,processed,2024-07-23 07:28:11,full_load
1960,12956,38940,2025-11-23 00:05:53,Wrong item,13919.36,processed,2025-11-29 00:05:53,full_load
1961,12958,38946,2024-11-27 22:37:59,Damaged item,20608.5,processed,2024-11-28 22:37:59,full_load
1962,12958,38945,2024-12-05 22:37:59,Missing parts,985.92,processed,2024-12-09 22:37:59,full_load
1963,12959,38949,2023-05-31 19:12:50,Damaged item,28026.09,approved,2023-06-06 19:12:50,full_load
1964,12959,38948,2023-06-05 19:12:50,Damaged item,8877.04,approved,2023-06-07 19:12:50,full_load
1965,12965,38969,2025-04-09 15:55:57,Late delivery,3481.3,approved,2025-04-15 15:55:57,full_load
1966,12965,38970,2025-04-10 15:55:57,Missing parts,16901.58,processed,2025-04-16 15:55:57,full_load
1967,12975,38999,2023-08-15 05:33:10,Damaged item,13285.84,approved,2023-08-18 05:33:10,full_load
1968,12976,39003,2024-10-02 14:24:14,Late delivery,4022.68,approved,2024-10-08 14:24:14,full_load
1969,12987,39036,2023-01-15 07:14:01,Missing parts,9440.01,approved,2023-01-22 07:14:01,full_load
1970,12989,39044,2023-09-04 22:02:09,Missing parts,589.72,processed,2023-09-09 22:02:09,full_load
1971,12997,39070,2025-08-05 20:08:00,Changed mind,2497.18,approved,2025-08-09 20:08:00,full_load
1972,13009,39112,2023-05-18 22:12:44,Damaged item,24191.69,processed,2023-05-22 22:12:44,full_load
1973,13014,39121,2023-03-09 19:56:58,Changed mind,2174.64,approved,2023-03-11 19:56:58,full_load
1974,13014,39122,2023-03-07 19:56:58,Late delivery,5119.88,processed,2023-03-12 19:56:58,full_load
1975,13020,39136,2023-10-05 05:19:32,Damaged item,4132.86,processed,2023-10-10 05:19:32,full_load
1976,13020,39137,2023-10-08 05:19:32,Changed mind,61030.54,processed,2023-10-13 05:19:32,full_load
1977,13049,39220,2025-08-09 07:56:41,Size issue,2223.81,approved,2025-08-13 07:56:41,full_load
1978,13049,39222,2025-08-24 07:56:41,Damaged item,1111.96,approved,2025-08-30 07:56:41,full_load
1979,13059,39251,2025-12-29 07:48:48,Changed mind,274.16,processed,2026-01-04 07:48:48,full_load
1980,13059,39250,2025-12-26 07:48:48,Changed mind,7971.18,processed,2025-12-31 07:48:48,full_load
1981,13065,39266,2023-05-23 08:39:05,Late delivery,4812.86,approved,2023-05-29 08:39:05,full_load
1982,13080,39306,2025-06-11 13:32:58,Damaged item,2729.01,approved,2025-06-14 13:32:58,full_load
1983,13085,39321,2025-09-26 07:30:52,Missing parts,458.63,processed,2025-09-29 07:30:52,full_load
1984,13099,39374,2024-12-11 10:20:10,Changed mind,1114.86,approved,2024-12-14 10:20:10,full_load
1985,13106,39394,2023-11-30 06:31:05,Missing parts,15912.5,approved,2023-12-07 06:31:05,full_load
1986,13106,39392,2023-12-04 06:31:05,Damaged item,5561.52,approved,2023-12-09 06:31:05,full_load
1987,13110,39400,2023-11-23 02:43:35,Size issue,15646.82,approved,2023-11-28 02:43:35,full_load
1988,13118,39427,2024-06-28 20:32:59,Wrong item,16199.96,approved,2024-07-05 20:32:59,full_load
1989,13134,39464,2025-08-14 19:19:40,Wrong item,45187.04,processed,2025-08-19 19:19:40,full_load
1990,13148,39510,2025-05-14 19:04:27,Damaged item,341.9,approved,2025-05-19 19:04:27,full_load
1991,13154,39527,2025-06-28 12:32:06,Missing parts,726.65,approved,2025-06-29 12:32:06,full_load
1992,13158,39543,2023-03-30 14:37:28,Size issue,2534.66,processed,2023-04-04 14:37:28,full_load
1993,13160,39549,2025-11-16 01:26:55,Late delivery,7380.27,approved,2025-11-21 01:26:55,full_load
1994,13163,39552,2023-04-24 12:53:03,Wrong item,2974.28,processed,2023-04-29 12:53:03,full_load
1995,13176,39591,2023-02-26 07:05:32,Missing parts,71005.38,approved,2023-03-03 07:05:32,full_load
1996,13197,39646,2025-08-24 01:46:56,Late delivery,1058.03,approved,2025-08-31 01:46:56,full_load
1997,13207,39682,2024-09-17 10:29:15,Missing parts,1302.06,approved,2024-09-24 10:29:15,full_load
1998,13209,39684,2023-07-06 13:58:45,Damaged item,16325.98,rejected,2023-07-07 13:58:45,full_load
1999,13209,39685,2023-07-03 13:58:45,Changed mind,624.88,processed,2023-07-06 13:58:45,full_load
2000,13230,39751,2024-03-16 18:49:55,Size issue,2541.72,approved,2024-03-20 18:49:55,full_load
2001,13235,39769,2023-09-07 15:12:58,Wrong item,8945.12,processed,2023-09-09 15:12:58,full_load
2002,13235,39770,2023-09-11 15:12:58,Missing parts,87747.27,processed,2023-09-17 15:12:58,full_load
2003,13237,39772,2024-12-16 20:44:46,Late delivery,1529.06,processed,2024-12-20 20:44:46,full_load
2004,13238,39774,2024-09-29 04:54:36,Size issue,2938.79,approved,2024-10-04 04:54:36,full_load
2005,13261,39823,2024-05-15 01:19:54,Size issue,1617.81,rejected,2024-05-17 01:19:54,full_load
2006,13261,39822,2024-05-13 01:19:54,Size issue,10451.94,processed,2024-05-20 01:19:54,full_load
2007,13278,39872,2025-05-01 14:01:30,Wrong item,42305.02,approved,2025-05-04 14:01:30,full_load
2008,13285,39888,2023-11-29 03:04:15,Wrong item,5569.65,processed,2023-12-04 03:04:15,full_load
2009,13291,39907,2025-07-05 17:04:56,Missing parts,1751.13,approved,2025-07-12 17:04:56,full_load
2010,13291,39908,2025-07-14 17:04:56,Changed mind,7357.41,approved,2025-07-17 17:04:56,full_load
2011,13332,40035,2024-11-01 01:19:39,Missing parts,6414.42,approved,2024-11-04 01:19:39,full_load
2012,13332,40037,2024-11-05 01:19:39,Missing parts,9899.49,approved,2024-11-10 01:19:39,full_load
2013,13337,40047,2025-04-07 02:16:08,Changed mind,988.68,processed,2025-04-09 02:16:08,full_load
2014,13337,40048,2025-04-09 02:16:08,Size issue,2243.28,approved,2025-04-13 02:16:08,full_load
2015,13364,40137,2025-11-08 05:52:05,Missing parts,3855.04,approved,2025-11-10 05:52:05,full_load
2016,13365,40138,2024-10-10 06:21:35,Wrong item,48522.09,processed,2024-10-13 06:21:35,full_load
2017,13365,40139,2024-10-02 06:21:35,Wrong item,53.4,approved,2024-10-09 06:21:35,full_load
2018,13373,40171,2025-12-17 02:55:56,Wrong item,2060.95,processed,2025-12-19 02:55:56,full_load
2019,13382,40201,2023-09-24 06:58:34,Size issue,2575.76,approved,2023-09-29 06:58:34,full_load
2020,13400,40265,2024-07-24 15:31:19,Size issue,456.29,processed,2024-07-30 15:31:19,full_load
2021,13404,40283,2025-11-13 13:01:43,Missing parts,594.75,processed,2025-11-14 13:01:43,full_load
2022,13406,40291,2025-07-31 23:11:23,Changed mind,10099.38,processed,2025-08-02 23:11:23,full_load
2023,13407,40297,2023-07-28 05:09:12,Late delivery,2462.62,processed,2023-08-01 05:09:12,full_load
2024,13411,40308,2024-02-07 23:40:25,Missing parts,852.95,processed,2024-02-08 23:40:25,full_load
2025,13424,40341,2024-12-30 21:54:25,Missing parts,351.44,approved,2025-01-06 21:54:25,full_load
2026,13433,40374,2023-10-31 16:17:42,Wrong item,77226.4,processed,2023-11-02 16:17:42,full_load
2027,13445,40405,2023-04-10 07:39:40,Late delivery,19562.75,processed,2023-04-13 07:39:40,full_load
2028,13445,40406,2023-04-15 07:39:40,Changed mind,524.56,processed,2023-04-19 07:39:40,full_load
2029,13457,40432,2023-07-18 03:35:47,Damaged item,37130.74,approved,2023-07-19 03:35:47,full_load
2030,13459,40437,2024-09-27 04:45:46,Late delivery,12588.27,approved,2024-10-04 04:45:46,full_load
2031,13459,40438,2024-10-10 04:45:46,Missing parts,3680.24,approved,2024-10-15 04:45:46,full_load
2032,13468,40464,2024-06-09 22:24:07,Wrong item,10043.28,approved,2024-06-14 22:24:07,full_load
2033,13477,40494,2024-02-19 06:45:21,Changed mind,14409.62,processed,2024-02-24 06:45:21,full_load
2034,13486,40522,2025-05-20 11:15:16,Late delivery,2729.01,processed,2025-05-22 11:15:16,full_load
2035,13486,40521,2025-05-26 11:15:16,Missing parts,4736.4,processed,2025-06-01 11:15:16,full_load
2036,13530,40648,2023-07-16 18:48:35,Wrong item,4139.41,approved,2023-07-22 18:48:35,full_load
